gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1001	4069097313	1e98cc26-065e-40ca-9c57-20fa0a2f4981	https://pi.jacq.org/PI062267	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus subsp. badia (H. Gay) Debeaux		ES	[label: Universitat de Valencia. Jardì Botànic Herbari VAL] ESP, Castellò: Vilafranca (Ports); Mas d'Escolano 30 TYK3870280078, 1011 m		PRESENT	NA	c1b1455b-18ec-4637-9e0f-18cb0524b7ed	40.445	-0.18111	NA	NA	1011	NA	NA	NA	2021-01-22T00:00:00	22	1	2021	2684469	2684451	PRESERVED_SPECIMEN	PI	Herbarium Horti Botanici Pisani (PI)	062267	267	C. Jiménez 2021-01-22		CC_BY_4_0		Jiménez,C.;Jiménez,C. 267	NA	NA	2024-01-17T14:24:54.319Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1011	4064925342	1e98cc26-065e-40ca-9c57-20fa0a2f4981	https://pi.jacq.org/PI062270	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus		SPECIES	Juniperus badia (H.Gay) Rivas Mart., Molero Mesa, Marfíl & G.Benítez	Juniperus badia (H. Gay) Rivas Mart., Molero Mesa, Marfíl & G. Benítez		ES	El Molinar, El Toro, Castellon (ESP). Car park at entrance to village, ca. 3 m. Leaves type "badia", smal galbules, "badia" type seeds.		PRESENT	NA	c1b1455b-18ec-4637-9e0f-18cb0524b7ed	39.91472	0.69722	NA	NA	NA	NA	NA	NA	2021-05-08T00:00:00	8	5	2021	12311410	2684451	PRESERVED_SPECIMEN	PI	Herbarium Horti Botanici Pisani (PI)	062270	278	C. Jiménez 2021-05-08		CC_BY_4_0		Jiménez,C.;Jiménez,C. 278	NA	NA	2024-01-17T14:24:54.322Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1031	4059219312	1e98cc26-065e-40ca-9c57-20fa0a2f4981	https://pi.jacq.org/PI062266	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus subsp. badia (H. Gay) Debeaux		ES	[label: Universitat de Valencia. Jardì Botànic Herbari VAL] ESP, Castellò: El Toro (Alt Palància) camino Bejs - El Toro junto a la aldea El Molinar 39.4349603 N, 0.7399698 W		PRESENT	NA	c1b1455b-18ec-4637-9e0f-18cb0524b7ed	39.435	-0.74	NA	NA	NA	NA	NA	NA	2021-05-08T00:00:00	8	5	2021	2684469	2684451	PRESERVED_SPECIMEN	PI	Herbarium Horti Botanici Pisani (PI)	062266	275	C. Jiménez 2021-05-08		CC_BY_4_0		Jiménez,C. 275;Jiménez,C.	NA	NA	2024-01-17T14:24:54.316Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1041	4059219306	1e98cc26-065e-40ca-9c57-20fa0a2f4981	https://pi.jacq.org/PI062262	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus		SPECIES	Juniperus badia (H.Gay) Rivas Mart., Molero Mesa, Marfíl & G.Benítez	Juniperus badia (H. Gay) Rivas Mart., Molero Mesa, Marfíl & G. Benítez		ES	Fuente Umbria, slope on path to fountain and pic-nic area. Shrub about 2 m tall, pendulous branchets, pungent leaves, abundant production of pollen.  39.414805 N, -0.939386 W, Fuente Umbria, Siete Aguas, Valencia ESP. Pollen and leaves samples taken for DNA extraction and SEM photography. Duplicate in VAL, TO		PRESENT	NA	c1b1455b-18ec-4637-9e0f-18cb0524b7ed	39.41361	-0.95583	NA	NA	NA	NA	NA	NA	2021-12-26T00:00:00	26	12	2021	12311410	2684451	PRESERVED_SPECIMEN	PI	Herbarium Horti Botanici Pisani (PI)	062262	s.n.	Anonymous collector 2021-12-26		CC_BY_4_0		Anonymous collector s.n. [2021-12-26];Anonymous collector	NA	NA	2024-01-17T14:24:54.315Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1081	3939081422	c3b131e0-e7fd-48de-bafb-6ce794018af9	6B29746C-F932-488B-9E50-08FA878D3FE6	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia	L.	ES	Jaén, Puente de La Sierra, Puerto Alto km 2	Jaén	PRESENT	1	245ca00d-9f35-4094-886c-f1df056cd684	37.6987655	-3.7411624	707	NA	500	0	NA	NA	1974-08-20T00:00:00	20	8	1974	2684469	2684451	PRESERVED_SPECIMEN	UJA	JAEN	742098-1		J.C. Piñar Fuentes	2021-01-01T00:00:00	CC_BY_NC_4_0		C. Fernández López	NA	NA	2023-11-24T08:01:58.990Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_NONE
109	3939081403	c3b131e0-e7fd-48de-bafb-6ce794018af9	FE050ED0-63B2-4C44-A366-78929E5AD987	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia	L.	ES	El Cantalar	Jaén	PRESENT	1	245ca00d-9f35-4094-886c-f1df056cd684	37.9687789	-2.901151	707	NA	850	0	NA	NA	1974-10-01T00:00:00	1	10	1974	2684469	2684451	PRESERVED_SPECIMEN	UJA	JAEN	742155-1		J.C. Piñar Fuentes	2021-01-01T00:00:00	CC_BY_NC_4_0		C. Fernández López	NA	NA	2023-11-24T08:01:57.316Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_NONE
1101	3855134242	d446193a-7bbd-4c76-b90a-2546fcafa85c	https://dr.jacq.org/DR063665	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus subsp. badia (H. Gay) Debeaux		ES	Catalogne: Terradas [Terrades]		PRESENT	NA	e27f5129-68bb-48eb-81b5-2e9f50c71817	42.3	2.83333	NA	NA	NA	NA	NA	NA	1907-02-12T00:00:00	12	2	1907	2684469	2684451	PRESERVED_SPECIMEN	DR	Herbarium Dresdense	063665	374	F. Sennen 1907-02-12		CC_BY_4_0		Sennen,F. Plantes d'Espagne - F. Sennen 374;Sennen,F.	NA	NA	2024-01-12T23:56:52.062Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1111	3855134240	d446193a-7bbd-4c76-b90a-2546fcafa85c	https://dr.jacq.org/DR063666	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus subsp. badia (H. Gay) Debeaux		ES	Catalogne: Llers		PRESENT	NA	e27f5129-68bb-48eb-81b5-2e9f50c71817	42.28333	2.9	NA	NA	NA	NA	NA	NA	1907-03-07T00:00:00	7	3	1907	2684469	2684451	PRESERVED_SPECIMEN	DR	Herbarium Dresdense	063666	373	F. Sennen 1907-03-07		CC_BY_4_0		Sennen,F. Plantes d'Espagne - F. Sennen 373;Sennen,F.	NA	NA	2024-01-12T23:56:52.062Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1121	3855038165	6a7575fa-ae03-4ba3-b322-2da15b5033e2	117A2DB8-CAD0-4E5B-84A6-5EA521FA7EE2	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia	L.	ES	Ciudad Real, Viso del Marqués. Sª de San Andrés. Arroyo de La Rebolla.	Ciudad Real	PRESENT	3	d68c4230-a271-11d8-a9b3-b8a03c50a862	38.45	-3.68	707	NA	960	0	0	0	1997-06-14T00:00:00	14	6	1997	2684469	2684451	PRESERVED_SPECIMEN	GDA	GDA-Fanero	44593-1				CC_BY_NC_4_0	Herbarium University of Granada, Spain	A.M. Negrillo & C. Fernández.	NA	NA	2023-09-07T06:02:58.073Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1131	3412778334	835d30de-f762-11e1-a439-00145eb45e9a	UNEX:UNEX:37988-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus subsp. badia (H. Gay) Debeaux	(H. Gay) Debeaux	ES	Peraleda de San Román. Cancho de Valdecastillo. Sustrato granítico.	Cáceres	PRESENT	NA	bf8bcf77-da9f-4df3-929a-d1dbb6ab5e5f	39.44	-5.23	NA	NA	NA	NA	NA	NA	2021-03-30T00:00:00	30	3	2021	2684469	2684451	PRESERVED_SPECIMEN	UNEX	UNEX	37988-1		A. Ortega-Olivencia		CC_BY_NC_4_0		A. Ortega-Olivencia & F.J. Valtueña	NA	NA	2023-09-07T07:12:54.774Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1141	3412778026	835d30de-f762-11e1-a439-00145eb45e9a	UNEX:UNEX:36647-1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus subsp. badia (H. Gay) Debeaux	(H. Gay) Debeaux	ES	Hornachos. Bajada de “el Carrascal”. Cerca del camino que baja por el Valle de los Moros, junto a un alcornoque cuya corcha ha crecido sobre la roca. Zona elevada de umbría. Junto a otros arbustos.	Badajoz	PRESENT	NA	bf8bcf77-da9f-4df3-929a-d1dbb6ab5e5f	38.56	-6.05	NA	NA	NA	NA	NA	NA	2017-11-13T00:00:00	13	11	2017	2684469	2684451	PRESERVED_SPECIMEN	UNEX	UNEX	36647-1		J. Blanco		CC_BY_NC_4_0		A. Gabaldón & L. Gutiérrez	NA	NA	2023-09-07T07:12:27.979Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1151	3311393698	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:08928	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Puerto de San Vicente	Cáceres	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.51	-5.11	550	NA	NA	NA	NA	NA	2002-06-05T00:00:00	5	6	2002	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	08928		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	J. Blanco;F.M. Vázquez	NA	NA	2023-09-07T07:15:00.590Z		INSTITUTION_MATCH_NONE
1161	3311392913	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:08332	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES		Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	38.69	-5.23	550	NA	NA	NA	NA	NA	2002-03-24T00:00:00	24	3	2002	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	08332		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	J. Blanco;P. Escobar	NA	NA	2023-09-07T07:15:00.565Z		INSTITUTION_MATCH_NONE
1181	3311391758	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:03438	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Valle de la Vera	Cáceres	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	40.07	-5.46	550	NA	NA	NA	NA	NA	1998-08-20T00:00:00	20	8	1998	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	03438		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	S. Rincón	NA	NA	2023-09-07T07:15:00.512Z		INSTITUTION_MATCH_NONE
1191	3311391389	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:07277	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES		Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.06	-4.98	550	NA	NA	NA	NA	NA	2001-05-04T00:00:00	4	5	2001	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	07277		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	E. Balbuena;E. Doncel;S. Ramos	NA	NA	2023-09-07T07:15:00.501Z		INSTITUTION_MATCH_NONE
1201	3311389346	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:07751-B	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Valle de Doña Emilia	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.07	-4.98	550	NA	NA	NA	NA	NA	2001-10-04T00:00:00	4	10	2001	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	07751-B		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	J. Blanco;D. Martín;J. Pozo	NA	NA	2023-09-07T07:14:30.333Z		INSTITUTION_MATCH_NONE
1211	3311387965	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:06405	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Límite provincial con Badajoz	Ciudad Real	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.11	-4.85	550	NA	NA	NA	NA	NA	2001-05-18T00:00:00	18	5	2001	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	06405		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	E. Doncel;F.M. Vázquez	NA	NA	2023-09-07T07:14:29.730Z		INSTITUTION_MATCH_NONE
1231	3311384156	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:05427	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Puerto Peña. Sierra de la Chimenea	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.15	-5.19	550	NA	NA	NA	NA	NA	2000-08-28T00:00:00	28	8	2000	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	05427		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	J. Blanco;P. Escobar	NA	NA	2023-09-07T07:14:29.606Z		INSTITUTION_MATCH_NONE
1251	3311382207	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:00062	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Peloche	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.18	-5.14	550	NA	NA	NA	NA	NA	1997-05-21T00:00:00	21	5	1997	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	00062		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	F.M. Vázquez	NA	NA	2023-09-07T07:14:29.572Z		INSTITUTION_MATCH_NONE
1261	3311382206	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:00065	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES		Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	38.55	-6.05	550	NA	NA	NA	NA	NA	1990-02-01T00:00:00	1	2	1990	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	00065		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	F.M. Vázquez	NA	NA	2023-09-07T07:14:29.572Z		INSTITUTION_MATCH_NONE
1271	3311382203	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:00066	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Cerro Jabalí	Cáceres	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	39.79	-5.64	550	NA	NA	NA	NA	NA	1997-03-04T00:00:00	4	3	1997	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	00066		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	M. Seifert;M.A. Suárez;F.M. Vázquez	NA	NA	2023-09-07T07:14:29.572Z		INSTITUTION_MATCH_NONE
1281	31887812	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:16630	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES		Cáceres	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	40.31	-6.48	550	NA	NA	NA	NA	NA	2003-09-04T00:00:00	4	9	2003	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	16630		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	J. Blanco;D. García	NA	NA	2023-09-07T07:14:30.080Z		INSTITUTION_MATCH_NONE
1291	31887543	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:12201	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Las Hurdes, cruce de Vegas de Coria a Ladrillar	Cáceres	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	40.42	-6.11	550	NA	600	100	NA	NA	2005-07-12T00:00:00	12	7	2005	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	12201		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	C. Muriel;F.M. Vázquez	NA	NA	2023-09-07T07:14:30.730Z		INSTITUTION_MATCH_NONE
1301	31887498	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:11631	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Sierra de los Pinos	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	38.59	-6.11	550	NA	NA	NA	NA	NA	2003-01-27T00:00:00	27	1	2003	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	11631		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	S. Ramos;F.M. Vázquez	NA	NA	2023-09-07T07:14:29.709Z		INSTITUTION_MATCH_NONE
133	31887471	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:11186	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Sierra Grande	Badajoz	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	38.53	-6.03	550	NA	NA	NA	NA	NA	2003-03-01T00:00:00	1	3	2003	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	11186		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	S. Ramos;F.M. Vázquez	NA	NA	2023-09-07T07:14:29.662Z		INSTITUTION_MATCH_NONE
1351	31887378	837acfc2-f762-11e1-a439-00145eb45e9a	HSS:HSS:10001	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Las Batuecas	Salamanca	PRESENT	NA	bafca313-f02c-4ce7-9cba-760770a0e4b9	40.45	-6.12	550	NA	NA	NA	NA	NA	2003-04-05T00:00:00	5	4	2003	2684469	2684451	PRESERVED_SPECIMEN	CICYTEX	HSS	10001		F.M. Vázquez		CC_BY_NC_4_0	Centro de Investigaciones Científicas y Tecnológicas de Extremadura	S. Ramos;F.M. Vázquez	NA	NA	2023-09-07T07:14:29.604Z		INSTITUTION_MATCH_NONE
1371	30963970	835852b2-f762-11e1-a439-00145eb45e9a	4A9C8211-0FB2-4BEF-B056-042522F77C5A	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Benasal; Corbó de Dalt	Castellon	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	40.42	-0.2	707	NA	950	0	NA	NA	1989-03-20T00:00:00	20	3	1989	2684469	2684451	PRESERVED_SPECIMEN	ABH	ABH	14902-1				CC_BY_4_0		L.Serra & al.	NA	NA	2023-09-07T07:12:14.836Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1381	30636641	834dcb62-f762-11e1-a439-00145eb45e9a	AC548201-B5CA-4AB5-0B86-3ED8C0BE30D6	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H. Gay) Debeaux	(H. Gay) Debeaux	ES	Cara N de la sierra Madrona. Ctra. Puertollano-Andújar	Ciudad Real	PRESENT	NA	e8fb330c-5750-4698-afba-5438618af521	38.4187751	-4.0611802	707	NA	600	0	NA	NA	1989-11-05T00:00:00	5	11	1989	2684469	2684451	PRESERVED_SPECIMEN	Universidad del Pais Vasco (UPV/EHU)	BIO	14101-1		R. Auriault		CC_BY_NC_4_0		R. Auriault	NA	NA	2023-09-07T07:10:49.633Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
1391	3033729363	834f1756-f762-11e1-a439-00145eb45e9a	BCN 108149	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	badia	SUBSPECIES	Juniperus oxycedrus subsp. badia (H.Gay) Debeaux	Juniperus oxycedrus L. subsp. badia (H.Gay) Debeaux	(H.Gay) Debeaux	ES	Conca de Barberà: Rojals, a uns 2 km cap a Els Cogullons, Plans de Rojals	Tarragona	PRESENT	NA	cb202839-87c6-456a-821c-dc5b268a200f	41.31	1.15	7071	NA	1000	0	NA	NA	2012-06-14T00:00:00	14	6	2012	2684469	2684451	PRESERVED_SPECIMEN	BCN	Corm	108149				CC_BY_NC_4_0	CRAI CeDocBiV - Universitat de Barcelona	Molero Briones, Julià	NA	NA	2023-09-07T09:11:56.613Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
