gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
120	30965866	835852b2-f762-11e1-a439-00145eb45e9a	44B8D343-87FD-41AE-9624-EDF6B6314ADC	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Bañeres; La Font de la Coveta	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.69	-0.64	7071	NA	NA	NA	NA	NA	1992-04-26T00:00:00	26	4	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	7272-1				CC_BY_4_0		C.Calabuig			2023-09-07T07:12:14.619Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
121	30965849	835852b2-f762-11e1-a439-00145eb45e9a	0455DB03-FF3D-47AF-AFE2-08EE7BD33DD3	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	San Vicente del Raspeig	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.51	-0.53	7071	NA	NA	NA	NA	NA	1992-12-20T00:00:00	20	12	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	6890-1				CC_BY_4_0		E.Camuñas			2023-09-07T07:12:15.048Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
122	30965790	835852b2-f762-11e1-a439-00145eb45e9a	C088BEE5-DF74-44EA-9443-1C4836D88C45	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Petrel; Rincón Bello	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.48	-0.7	707	NA	600	0	NA	NA	1993-10-24T00:00:00	24	10	1993	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	6356-1				CC_BY_4_0		A.Juan & J.Juan			2023-09-07T07:12:14.627Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
123	30965768	835852b2-f762-11e1-a439-00145eb45e9a	01264DFD-3C51-4E8C-AA7A-BE8B95E3D482	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alcoi; Serra del Carrascal de la Font Roja	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.78	-0.52	7071	NA	1000	0	NA	NA	1993-03-28T00:00:00	28	3	1993	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	6048-1				CC_BY_4_0		L.Serra			2023-09-07T07:12:15.048Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
124	30965677	835852b2-f762-11e1-a439-00145eb45e9a	E05D378D-9825-4198-AA71-009807C211DC	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Petrel; Rincón Bello	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.47	-0.7	707	NA	580	0	NA	NA	2003-08-25T00:00:00	25	8	2003	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	50116-1				CC_BY_4_0		A.Juan			2023-09-07T07:12:14.706Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
125	30965391	835852b2-f762-11e1-a439-00145eb45e9a	94405A69-95F3-4319-A891-588FAFF537F7	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; Sierra de las Águilas, pico de San Pascual	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.38	-0.65	707	NA	550	0	NA	NA	1999-01-02T00:00:00	2	1	1999	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	41074-1				CC_BY_4_0		E.Camuñas, M.B.Crespo & J.L.Benito			2023-09-07T07:12:14.953Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
126	30965387	835852b2-f762-11e1-a439-00145eb45e9a	7809AF97-A514-4A5E-B8D0-08DE262CF233	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; Sierra de Fontcalent	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.36	-0.59	707	NA	350	0	NA	NA	1998-12-20T00:00:00	20	12	1998	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	40906-1				CC_BY_4_0		E.Camuñas & M.B.Crespo			2023-09-07T07:12:14.605Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
127	30965386	835852b2-f762-11e1-a439-00145eb45e9a	BC3DF7D1-479D-40AB-9B91-C3E097A27C85	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; Sierra de los Colmenares	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.31	-0.53	707	NA	90	0	NA	NA	1998-11-25T00:00:00	25	11	1998	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	40892-1				CC_BY_4_0		E.Camuñas & M.B.Crespo			2023-09-07T07:12:14.955Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
128	30965366	835852b2-f762-11e1-a439-00145eb45e9a	01D8F2E1-6C67-48AE-A92E-F2DE2B44DF22	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Fontanars dels Alforins; ctra. de autovia a Fontanars	Valencia	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.78	-0.76	7071	NA	600	0	NA	NA	1992-11-26T00:00:00	26	11	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	4027-1				CC_BY_4_0		A.Juan & J.C.Cristóbal			2023-09-07T07:12:14.997Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
129	30965356	835852b2-f762-11e1-a439-00145eb45e9a	9786C7A7-5DBB-4B9D-B089-069EF8A0FAF3	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; Sierra del Cabezón de Oro	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.52	-0.37	707	NA	550	0	NA	NA	1998-01-14T00:00:00	14	1	1998	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	39670-1				CC_BY_4_0		E.Camuñas & J.C.Cristóbal			2023-09-07T07:12:15.132Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
130	30965328	835852b2-f762-11e1-a439-00145eb45e9a	E6DC2B75-2576-4AB3-953B-5F5F40D4A8F8	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; Sierra del Ventós	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.47	-0.61	707	NA	650	0	NA	NA	1998-05-26T00:00:00	26	5	1998	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	39205-1				CC_BY_4_0		E.Camuñas & J.C.Cristóbal			2023-09-07T07:12:14.915Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
131	30965317	835852b2-f762-11e1-a439-00145eb45e9a	D593DE22-9502-4B3B-92E5-F144B4CE77F0	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Benissa; Serra de Bèrnia	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.66	-0.02	707	NA	630	0	NA	NA	1990-02-24T00:00:00	24	2	1990	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	388-1				CC_BY_4_0		E.Calvo, M.D.Lledó & L.Santamans			2023-09-07T07:12:14.616Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
132	30965278	835852b2-f762-11e1-a439-00145eb45e9a	BF5DEADF-EB69-4FD0-A16F-95CA16CEDE3E	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alicante; Sierra de los Tajos, prox. casa Carbonell	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.45	-0.58	707	NA	340	0	NA	NA	1998-04-16T00:00:00	16	4	1998	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	38310-1				CC_BY_4_0		E.Camuñas & M.B.Crespo			2023-09-07T07:12:14.990Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
134	30965132	835852b2-f762-11e1-a439-00145eb45e9a	242E4397-3379-45D8-09CF-FD7B725B955A	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Novelda; cerro de la Mola	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.4	-0.79	707	NA	350	0	NA	NA		NA	NA	NA	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	37067-1				CC_BY_4_0		J.C.Monzó Giménez			2023-09-07T07:12:14.610Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
135	30965093	835852b2-f762-11e1-a439-00145eb45e9a	67F10F12-6156-4792-8DBC-11EB929D71D2	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Beniardà; Serra de la Xortà, font dels Teixos	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.7	-0.16	707	NA	1000	0	NA	NA	1988-08-15T00:00:00	15	8	1988	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	3669-1				CC_BY_4_0		J.L.Solanas			2023-09-07T07:12:14.671Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
136	30965089	835852b2-f762-11e1-a439-00145eb45e9a	8BC9272C-8ADA-4D58-8C17-75EF3771B1B2	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	L´Alfàs del Pi; Serra Gelada	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.56	-0.05	707	NA	350	0	NA	NA	1990-10-27T00:00:00	27	10	1990	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	3668-1				CC_BY_4_0		J.L.Solanas			2023-09-07T07:12:14.641Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
137	30965007	835852b2-f762-11e1-a439-00145eb45e9a	C0DE84D0-67E2-4B2F-BD74-6BB961B3D323	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Jijona; Monnegre, barranco de los Enamorados	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.48	-0.52	707	NA	350	0	NA	NA	1997-05-28T00:00:00	28	5	1997	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	34967-1				CC_BY_4_0		J.C.Cristóbal, M.L.Lorenzo & al.			2023-09-07T07:12:14.924Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
138	30964790	835852b2-f762-11e1-a439-00145eb45e9a	831F30A5-7E89-4223-97AF-03FA87A6B973	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Pinoso; venta del Llobregat (Lel)	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.45	-1.02	707	NA	625	0	NA	NA	1996-11-07T00:00:00	7	11	1996	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	31894-1				CC_BY_4_0		E.Ortega, P.Espinosa & J.C.Cristóbal			2023-09-07T07:12:15.009Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
139	30964583	835852b2-f762-11e1-a439-00145eb45e9a	09D4A8A4-701D-4C73-AC10-EC6D7C188D9C	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Crevillente; Sierra de Crevillente	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.24	-0.89	7071	NA	NA	NA	NA	NA	1969-06-19T00:00:00	19	6	1969	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	22170-1		A.Ruiz de León		CC_BY_4_0		A.Rigual			2023-09-07T07:12:14.623Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
140	30964384	835852b2-f762-11e1-a439-00145eb45e9a	D288B6D4-3D33-4A2C-086E-A82570114286	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Villena; El Morrón	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.69	-0.87	7071	NA	550	0	NA	NA	1958-12-28T00:00:00	28	12	1958	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	21136-1		Rev.: M.Fabregat		CC_BY_4_0		A.Rigual			2023-09-07T07:12:14.811Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
141	30964142	835852b2-f762-11e1-a439-00145eb45e9a	F7729FBB-35FA-49D8-A4F1-363ADD374D4A	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Cuenca; cueva Umbría, prox.	Cuenca	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	40.03	-2.02	707	NA	1100	0	NA	NA	1994-10-21T00:00:00	21	10	1994	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	17133-1				CC_BY_4_0		M.B.Crespo, M.D.Lledó, A.Juan & L.Serra			2023-09-07T07:12:14.674Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
142	30964069	835852b2-f762-11e1-a439-00145eb45e9a	5DA39108-5F15-4FE4-A868-0ABDE2F79A7F	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Tibi; Sierra del Maigmó	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.51	-0.65	7071	NA	NA	NA	NA	NA	1991-02-15T00:00:00	15	2	1991	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	1649-1				CC_BY_4_0		Varios			2023-09-07T07:12:14.762Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
143	30964054	835852b2-f762-11e1-a439-00145eb45e9a	B7BC9702-A797-4985-AE27-08D752A7887A	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Dénia; cap de Sant Antoni	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.82	0.18	707	NA	100	0	NA	NA	1992-06-15T00:00:00	15	6	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	1627-1				CC_BY_4_0		A.Barber			2023-09-07T07:12:14.916Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
144	30964032	835852b2-f762-11e1-a439-00145eb45e9a	233A309A-798F-439C-9CF3-1512B11984B9	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Altea; Serra de Bèrnia, barranc d´Alhama	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.63	-0.04	707	NA	100	0	NA	NA	1995-12-17T00:00:00	17	12	1995	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	15828-1				CC_BY_4_0		M.R.Soler & S.Soler			2023-09-07T07:12:14.920Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
145	30964026	835852b2-f762-11e1-a439-00145eb45e9a	8E15C48E-A7C9-4EFE-984D-0217E834175D	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Monóvar; Sierra del Reclot	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.36	-0.93	707	NA	700	0	NA	NA	1994-04-04T00:00:00	4	4	1994	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	15574-1				CC_BY_4_0		A.Navarro			2023-09-07T07:12:14.712Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
146	30963980	835852b2-f762-11e1-a439-00145eb45e9a	93669867-B4BF-44B3-94FD-A53DA198331F	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	La Nucía	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.59	-0.19	7071	NA	NA	NA	NA	NA	1992-01-15T00:00:00	15	1	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	1513-1				CC_BY_4_0		V.Serrato			2023-09-07T07:12:14.968Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
147	30963945	835852b2-f762-11e1-a439-00145eb45e9a	169F6107-89E1-4CC6-A656-5648B67B79AE	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Busot; Sierra del Cabezón de Oro	Alicante	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	38.51	-0.42	7071	NA	NA	NA	NA	NA	1992-10-11T00:00:00	11	10	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	1473-1				CC_BY_4_0		F.Lozano			2023-09-07T07:12:14.800Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
148	30963943	835852b2-f762-11e1-a439-00145eb45e9a	E6856E85-3285-4808-9AE3-0DD2D31B55F2	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Cazorla; Sierras de Cazorla y Segura	Jaen	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	37.9	-2.94	7071	NA	NA	NA	NA	NA	1992-04-15T00:00:00	15	4	1992	7230657	2684451	PRESERVED_SPECIMEN	ABH	ABH	1472-1				CC_BY_4_0		F.Lozano			2023-09-07T07:12:14.721Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
